name,Protein,Energy,"Carbohydrate, by difference",Total lipid (fat),foodPortions
"Veal cutlet or steak, NS as to cooking method, lean only eaten","{'Amount': 32.9, 'unit': 'g'}","{'Amount': 181, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 4.58, 'unit': 'g'}","[{'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 26, 'portionDescription': '1 oz, boneless, cooked (yield after fat removed)'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked, lean only'}, {'gramWeight': 19, 'portionDescription': '1 oz, boneless, raw, lean only (yield after cooking)'}, {'gramWeight': 16, 'portionDescription': '1 oz, boneless, raw (yield after cooking, fat removed)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked, fat removed'}, {'gramWeight': 134, 'portionDescription': 'Quantity not specified'}]"
"Veal cutlet or steak, broiled, NS as to fat eaten","{'Amount': 27.5, 'unit': 'g'}","{'Amount': 159, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 4.61, 'unit': 'g'}","[{'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 19, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 85, 'portionDescription': '1 cutlet'}, {'gramWeight': 134, 'portionDescription': 'Quantity not specified'}]"
"Veal cutlet or steak, broiled, lean and fat eaten","{'Amount': 27.5, 'unit': 'g'}","{'Amount': 159, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 4.61, 'unit': 'g'}","[{'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 19, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 85, 'portionDescription': '1 cutlet'}, {'gramWeight': 134, 'portionDescription': 'Quantity not specified'}]"
"Veal cutlet or steak, broiled, lean only eaten","{'Amount': 32.9, 'unit': 'g'}","{'Amount': 181, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 4.58, 'unit': 'g'}","[{'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked, lean only'}, {'gramWeight': 26, 'portionDescription': '1 oz, boneless, cooked (yield after fat removed)'}, {'gramWeight': 16, 'portionDescription': '1 oz, boneless, raw (yield after cooking, fat removed)'}, {'gramWeight': 19, 'portionDescription': '1 oz, boneless, raw, lean only (yield after cooking)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked, fat removed'}, {'gramWeight': 77, 'portionDescription': '1 cutlet'}, {'gramWeight': 134, 'portionDescription': 'Quantity not specified'}]"
"Veal cutlet or steak, fried, NS as to fat eaten","{'Amount': 27.3, 'unit': 'g'}","{'Amount': 238, 'unit': 'kcal'}","{'Amount': 9.91, 'unit': 'g'}","{'Amount': 9.18, 'unit': 'g'}","[{'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 19, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 23, 'portionDescription': '1 oz, boneless, raw, breaded (yield after cooking)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 85, 'portionDescription': '1 cutlet'}, {'gramWeight': 134, 'portionDescription': 'Quantity not specified'}]"
"Veal cutlet or steak, fried, lean and fat eaten","{'Amount': 27.3, 'unit': 'g'}","{'Amount': 238, 'unit': 'kcal'}","{'Amount': 9.91, 'unit': 'g'}","{'Amount': 9.18, 'unit': 'g'}","[{'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 19, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 23, 'portionDescription': '1 oz, boneless, raw, breaded (yield after cooking)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 85, 'portionDescription': '1 cutlet'}, {'gramWeight': 134, 'portionDescription': 'Quantity not specified'}]"
"Veal cutlet or steak, fried, lean only eaten","{'Amount': 32.9, 'unit': 'g'}","{'Amount': 181, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 4.58, 'unit': 'g'}","[{'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked, lean only'}, {'gramWeight': 26, 'portionDescription': '1 oz, boneless, cooked (yield after fat removed)'}, {'gramWeight': 19, 'portionDescription': '1 oz, boneless, raw, lean only (yield after cooking)'}, {'gramWeight': 16, 'portionDescription': '1 oz, boneless, raw (yield after cooking, fat removed)'}, {'gramWeight': 21, 'portionDescription': '1 oz, boneless, raw, breaded (yield after cooking, fat removed)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked, fat removed'}, {'gramWeight': 77, 'portionDescription': '1 cutlet'}, {'gramWeight': 134, 'portionDescription': 'Quantity not specified'}]"
"Veal, roasted, NS as to fat eaten","{'Amount': 29.8, 'unit': 'g'}","{'Amount': 229, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 11.3, 'unit': 'g'}","[{'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 21, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 42, 'portionDescription': '1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")'}, {'gramWeight': 63, 'portionDescription': '1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")'}, {'gramWeight': 21, 'portionDescription': '1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")'}, {'gramWeight': 67, 'portionDescription': 'Quantity not specified'}]"
"Veal, roasted, lean and fat eaten","{'Amount': 29.8, 'unit': 'g'}","{'Amount': 229, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 11.3, 'unit': 'g'}","[{'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 21, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 42, 'portionDescription': '1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")'}, {'gramWeight': 63, 'portionDescription': '1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")'}, {'gramWeight': 21, 'portionDescription': '1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")'}, {'gramWeight': 67, 'portionDescription': 'Quantity not specified'}]"
"Veal, roasted, lean only eaten","{'Amount': 26.1, 'unit': 'g'}","{'Amount': 174, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 6.88, 'unit': 'g'}","[{'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 19, 'portionDescription': '1 oz, boneless, raw (yield after cooking, fat removed)'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked, lean only'}, {'gramWeight': 26, 'portionDescription': '1 oz, boneless, cooked (yield after fat removed)'}, {'gramWeight': 21, 'portionDescription': '1 oz, boneless, raw, lean only (yield after cooking)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked, fat removed'}, {'gramWeight': 42, 'portionDescription': '1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")'}, {'gramWeight': 63, 'portionDescription': '1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")'}, {'gramWeight': 21, 'portionDescription': '1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")'}, {'gramWeight': 67, 'portionDescription': 'Quantity not specified'}]"
"Veal, ground or patty, cooked","{'Amount': 24.2, 'unit': 'g'}","{'Amount': 171, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 7.5, 'unit': 'g'}","[{'gramWeight': 123, 'portionDescription': '1 cup, cooked'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, cooked'}, {'gramWeight': 17, 'portionDescription': '1 oz, raw (yield after cooking)'}, {'gramWeight': 89, 'portionDescription': '1 large patty (5.3 oz, raw, 3 patties per lb) (yield after cooking)'}, {'gramWeight': 67, 'portionDescription': '1 medium patty (4 oz, raw, 4 patties per lb) (yield after cooking)'}, {'gramWeight': 54, 'portionDescription': '1 small patty (3.2 oz, raw, 5 patties per lb) (yield after cooking)'}, {'gramWeight': 61, 'portionDescription': 'Quantity not specified'}]"
"Mock chicken legs, cooked","{'Amount': 20.8, 'unit': 'g'}","{'Amount': 234, 'unit': 'kcal'}","{'Amount': 5.27, 'unit': 'g'}","{'Amount': 13.8, 'unit': 'g'}","[{'gramWeight': 28.35, 'portionDescription': '1 oz, cooked'}, {'gramWeight': 85, 'portionDescription': '1 stick'}, {'gramWeight': 85, 'portionDescription': 'Quantity not specified'}]"
"Veal patty, breaded, cooked","{'Amount': 22.2, 'unit': 'g'}","{'Amount': 283, 'unit': 'kcal'}","{'Amount': 8.63, 'unit': 'g'}","{'Amount': 17.1, 'unit': 'g'}","[{'gramWeight': 28.35, 'portionDescription': '1 oz, cooked'}, {'gramWeight': 20, 'portionDescription': '1 oz, raw (yield after cooking)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 106, 'portionDescription': '1 large patty (5.3 oz, raw, 3 patties per lb) (yield after cooking)'}, {'gramWeight': 79, 'portionDescription': '1 medium patty (4 oz, raw, 4 patties per lb) (yield after cooking)'}, {'gramWeight': 64, 'portionDescription': '1 small patty (3.2 oz, raw, 5 patties per lb) (yield after cooking)'}, {'gramWeight': 79, 'portionDescription': 'Quantity not specified'}]"
"Rabbit, NS as to domestic or wild, cooked","{'Amount': 30.2, 'unit': 'g'}","{'Amount': 205, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 8.38, 'unit': 'g'}","[{'gramWeight': 22, 'portionDescription': '1 oz, with bone, cooked (yield after bone removed)'}, {'gramWeight': 20, 'portionDescription': '1 oz, with bone, raw (yield after cooking, bone removed)'}, {'gramWeight': 105, 'portionDescription': '1 body piece (yield after cooking, bone removed) (use for breast)'}, {'gramWeight': 35, 'portionDescription': '1 back (yield after cooking, bone removed)'}, {'gramWeight': 70, 'portionDescription': '1 hindleg (leg and thigh) (yield after cooking, bone removed)'}, {'gramWeight': 52, 'portionDescription': '1 foreleg (yield after cooking, bone removed)'}, {'gramWeight': 25, 'portionDescription': '1 leg (yield after cooking, bone removed)'}, {'gramWeight': 32, 'portionDescription': '1 rib piece (yield after cooking, bone removed)'}, {'gramWeight': 45, 'portionDescription': '1 thigh (yield after cooking, bone removed)'}, {'gramWeight': 85, 'portionDescription': 'Quantity not specified'}]"
"Rabbit, domestic, NS as to cooking method","{'Amount': 30.2, 'unit': 'g'}","{'Amount': 205, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 8.38, 'unit': 'g'}","[{'gramWeight': 20, 'portionDescription': '1 oz, with bone, raw (yield after cooking, bone removed)'}, {'gramWeight': 22, 'portionDescription': '1 oz, with bone, cooked (yield after bone removed)'}, {'gramWeight': 105, 'portionDescription': '1 body piece (yield after cooking, bone removed) (use for breast)'}, {'gramWeight': 35, 'portionDescription': '1 back (yield after cooking, bone removed)'}, {'gramWeight': 70, 'portionDescription': '1 hindleg (leg and thigh) (yield after cooking, bone removed)'}, {'gramWeight': 52, 'portionDescription': '1 foreleg (yield after cooking, bone removed)'}, {'gramWeight': 25, 'portionDescription': '1 leg (yield after cooking, bone removed)'}, {'gramWeight': 1270, 'portionDescription': '1 medium (4 lb, raw) (yield after cooking, bone removed)'}, {'gramWeight': 32, 'portionDescription': '1 rib piece (yield after cooking, bone removed)'}, {'gramWeight': 635, 'portionDescription': '1 small (2 lb, raw) (yield after cooking, bone removed)'}, {'gramWeight': 45, 'portionDescription': '1 thigh (yield after cooking, bone removed)'}, {'gramWeight': 85, 'portionDescription': 'Quantity not specified'}]"
"Rabbit, NS as to domestic or wild, breaded, fried","{'Amount': 27.6, 'unit': 'g'}","{'Amount': 248, 'unit': 'kcal'}","{'Amount': 5.06, 'unit': 'g'}","{'Amount': 12.2, 'unit': 'g'}","[{'gramWeight': 140, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 30, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 85, 'portionDescription': 'Quantity not specified'}]"
"Rabbit, wild, cooked","{'Amount': 32.9, 'unit': 'g'}","{'Amount': 172, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 3.5, 'unit': 'g'}","[{'gramWeight': 20, 'portionDescription': '1 oz, with bone, raw (yield after cooking, bone removed)'}, {'gramWeight': 23, 'portionDescription': '1 oz, with bone, cooked (yield after bone removed)'}, {'gramWeight': 339, 'portionDescription': '1 cottontail (1.318 lb, raw, dressed) (yield after cooking, bone removed)'}, {'gramWeight': 38, 'portionDescription': '1 leg (leg and thigh) (yield after cooking, bone removed)'}, {'gramWeight': 509, 'portionDescription': '1 snowshoe (2 lb, raw, dressed) (yield after cooking, bone removed)'}, {'gramWeight': 85, 'portionDescription': 'Quantity not specified'}]"
"Venison/deer, NFS","{'Amount': 36.1, 'unit': 'g'}","{'Amount': 190, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 3.93, 'unit': 'g'}","[{'gramWeight': 140, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 21, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 18, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 85, 'portionDescription': 'Quantity not specified'}]"
"Venison/deer, cured","{'Amount': 35.1, 'unit': 'g'}","{'Amount': 187, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 4.08, 'unit': 'g'}","[{'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 18, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 42, 'portionDescription': 'Quantity not specified'}]"
"Venison/deer, roasted","{'Amount': 36.1, 'unit': 'g'}","{'Amount': 190, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 3.93, 'unit': 'g'}","[{'gramWeight': 140, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 21, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 18, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 85, 'portionDescription': 'Quantity not specified'}]"
"Venison/deer steak, cooked, NS as to cooking method","{'Amount': 29.8, 'unit': 'g'}","{'Amount': 150, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 2.61, 'unit': 'g'}","[{'gramWeight': 123, 'portionDescription': '1 cup, NFS'}, {'gramWeight': 134, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 123, 'portionDescription': '1 cup, ground, cooked'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 21, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 17, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 85, 'portionDescription': '1 medium patty'}, {'gramWeight': 85, 'portionDescription': '1 steak (yield after cooking, bone removed)'}, {'gramWeight': 127, 'portionDescription': '1 elk steak'}, {'gramWeight': 95, 'portionDescription': '1 elk patty'}, {'gramWeight': 85, 'portionDescription': 'Quantity not specified'}]"
"Venison/deer steak, breaded or floured, cooked, NS as to cooking method","{'Amount': 24.8, 'unit': 'g'}","{'Amount': 225, 'unit': 'kcal'}","{'Amount': 12.4, 'unit': 'g'}","{'Amount': 7.79, 'unit': 'g'}","[{'gramWeight': 140, 'portionDescription': '1 cup, cooked, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz, boneless, cooked'}, {'gramWeight': 25, 'portionDescription': '1 oz, boneless, raw (yield after cooking)'}, {'gramWeight': 18, 'portionDescription': '1 cubic inch, boneless, cooked'}, {'gramWeight': 101, 'portionDescription': '1 steak (yield after cooking, bone removed)'}, {'gramWeight': 151, 'portionDescription': '1 elk steak'}, {'gramWeight': 85, 'portionDescription': 'Quantity not specified'}]"
Venison/deer jerky,"{'Amount': 32.2, 'unit': 'g'}","{'Amount': 396, 'unit': 'kcal'}","{'Amount': 14.7, 'unit': 'g'}","{'Amount': 22.4, 'unit': 'g'}","[{'gramWeight': 140, 'portionDescription': '1 cup'}, {'gramWeight': 14, 'portionDescription': '1 strip or stick (4"" long)'}, {'gramWeight': 47, 'portionDescription': 'Quantity not specified'}]"
Deer sausage,"{'Amount': 10.9, 'unit': 'g'}","{'Amount': 299, 'unit': 'kcal'}","{'Amount': 4.29, 'unit': 'g'}","{'Amount': 26.1, 'unit': 'g'}","[{'gramWeight': 138, 'portionDescription': '1 cup, diced'}, {'gramWeight': 28.35, 'portionDescription': '1 oz'}, {'gramWeight': 16, 'portionDescription': '1 cubic inch'}, {'gramWeight': 27, 'portionDescription': '1 patty (3-7/8"" dia x 1/4"" thick)'}, {'gramWeight': 12, 'portionDescription': '1 slice (2"" dia x 1/4"" thick)'}, {'gramWeight': 57, 'portionDescription': 'Quantity not specified'}]"
"Deer chop, cooked","{'Amount': 28.1, 'unit': 'g'}","{'Amount': 193, 'unit': 'kcal'}","{'Amount': 0.0, 'unit': 'g'}","{'Amount': 8.28, 'unit': 'g'}","[{'gramWeight': 17, 'portionDescription': '1 oz, with bone, raw (yield after cooking, bone removed)'}, {'gramWeight': 23, 'portionDescription': '1 oz, with bone, cooked (yield after bone removed)'}, {'gramWeight': 89, 'portionDescription': '1 chop, with bone, raw (yield after cooking, bone removed)'}, {'gramWeight': 85, 'portionDescription': 'Quantity not specified'}]"
